iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_20,omega_40,omega_60,omega_80,omega_100
6500,1.0072980448692967,1.007415352331291,1.0076785525887568,1.1033678880894353,1.0809680102086885,1.0163331844359327,1.0004693213462241,1.0000459772904329,1.000114542749559,1.0002102420467986,1.000890240713724,1.0000054095609952,1.0000379240756199
6750,1.007432586793202,1.0073958596438226,1.0075815550488334,1.0975909843837812,1.0678120468125032,1.015365522072945,1.0004931231051184,1.0000497652098388,1.0001384816580416,1.000186387579896,1.000805921605432,1.0000021537857373,1.0000238918488638
7000,1.0066985312361818,1.0070372527330274,1.0072100035304086,1.0891646230653214,1.059671820994305,1.0193300181932112,1.0006514495550498,1.0000579768717694,1.000112785716726,1.0001612993740612,1.0007483094419178,1.0000030095245829,1.000007174249746
7250,1.0064733126361174,1.0071347696169484,1.0073297050173387,1.0783755176506267,1.0542350188071823,1.0174591983376635,1.0008211170193249,1.0000828321361672,1.0000845370403537,1.0001830112683294,1.0006419896837715,0.9999958875214744,1.0000062197548854
7500,1.007137446299076,1.0078176451700362,1.0079423610041927,1.0731688931651928,1.0525267642619411,1.0184468274258187,1.000788945494762,1.000091420609359,1.0000897989438238,1.0002250396167471,1.0007217279533163,0.9999904533971312,1.0000229079811074
7750,1.0071669165806498,1.0076933177394938,1.0078374922397222,1.0705569463364086,1.0547633205656406,1.01780370556973,1.0008864606426007,1.0001009961120009,1.0000978946350196,1.0002776410984047,1.000815933553504,0.9999824029662603,1.0000273144587144
8000,1.0084643142344525,1.0087997134933953,1.0090350581584582,1.0663333331023492,1.0546141876137964,1.0173490241374032,1.0007381561409376,1.0001111133318485,1.0001337847596767,1.0003120568070396,1.000877515766949,0.9999799253332535,1.0000203692121896
8250,1.0092503220029772,1.009595857776791,1.0099476978439803,1.0607851976778768,1.054217883259662,1.0149553182760283,1.000503347168413,1.000100719992062,1.0001672769763557,1.000352298387119,1.0008840117102102,0.9999882731110561,1.0000374192961987
8500,1.0086802239537742,1.0094650195585138,1.0097850049140906,1.056097442875573,1.0568989205555168,1.0133959227871512,1.000558980805279,1.0000952686094617,1.0001748666094805,1.00036037846107,1.00078493419126,0.9999927054814451,1.0000322307877285
8750,1.0081122400143936,1.008850415998052,1.0092312414253926,1.0516434653069047,1.057605915787959,1.0140189684429115,1.0005492351795604,1.0000985480349207,1.0001684567899785,1.0003215637157112,1.000693701172155,1.000001684612974,1.0000233742152367
9000,1.010802562253699,1.0112315874480167,1.0117843718768877,1.0517743496339425,1.060919801421159,1.013076982437564,1.0007459592656158,1.0001070557427427,1.000155931989801,1.0003208894188922,1.0008353806727848,1.0000241136860157,1.000009694112233
9250,1.0142842709530095,1.0135340119011575,1.0139585441067331,1.0503144530905888,1.0669185558163619,1.0123106917659026,1.0006985366185135,1.0001219799907206,1.000175118110482,1.0003375819650016,1.0009898510168551,1.0000630374541213,1.0000422597284873
9500,1.0187917642605377,1.0170757012669815,1.0173057793212679,1.049440081186293,1.0727910935032834,1.0110117553334403,1.0005783130672992,1.000137692661017,1.0001432979102816,1.0004754498957522,1.0011996369651956,1.0001131164292678,1.0000763861953452
9750,1.0185002591440566,1.0155308916847117,1.0157914241352457,1.0474516517883157,1.0765509145903085,1.0102967982102982,1.0006030527011067,1.0001360838830764,1.0001597774756836,1.0004892300830837,1.0011075009329182,1.0001226982002134,1.0000656539595472
10000,1.0189796214362006,1.0163215731601731,1.0166556675372032,1.0438208758183134,1.077515616003929,1.0096815898391167,1.000593403490423,1.000143211740698,1.000173891605863,1.0004911888183459,1.0010746363317125,1.0001366034184982,1.0000603137084516
10250,1.018718488168463,1.0163998378450116,1.0167808321154053,1.0399628374152359,1.077277138909009,1.0093545550915717,1.0004393084668177,1.0001492433837582,1.0001480564765932,1.0004242805486019,1.0008792645022329,1.0001576845132556,1.0000573992624677
10500,1.0181468954058703,1.0157383784965588,1.0160414250227428,1.0388417581338516,1.0783406865576828,1.0091260792865986,1.000410399474458,1.0001222757471082,1.0001259422767805,1.0004772118038139,1.0009367466343615,1.0001443537604604,1.0000615281325889
10750,1.0167557109074885,1.0140039753255612,1.0143693666437446,1.0378484689120726,1.0759865669697315,1.0076642362160741,1.0004890316688992,1.000093638575844,1.0001136987115484,1.0004324673655558,1.0009169891915373,1.000132625687397,1.0000716921537287
11000,1.016368988743197,1.0133704028675878,1.0137827393117993,1.0369395917717714,1.0741907038242346,1.0071933176061927,1.0004509350207333,1.0000921632894413,1.0001065964089593,1.0004631504756052,1.000907832993733,1.0001433028725142,1.000055352506471
11250,1.0157828845543428,1.012722941180865,1.0130892533056683,1.0367161127581521,1.0723871826900542,1.0076275969202486,1.0004560976338506,1.000089664940456,1.0001012527540545,1.0004353592225284,1.0008551769721037,1.0001288744096772,1.0000643480971727
11500,1.0150468452014219,1.0118507400815409,1.0122647356586307,1.036519689360984,1.0688271852492535,1.0083831166534158,1.0005210060129563,1.0000655512894554,1.0000755410774134,1.0003848111301352,1.0008410671575312,1.0001232883319473,1.0000640613015408
11750,1.0139539978618286,1.010785949826784,1.0112037992894152,1.0387639240695317,1.069556174644766,1.009848265831452,1.0005998941371477,1.0000535295895117,1.0000792059566677,1.000312444274297,1.000719341064908,1.0001087238001645,1.0000628829102858
12000,1.0134360100176727,1.0103397352277443,1.0108188935354858,1.0405462249191484,1.069144204210582,1.0112931729915788,1.0005960041631354,1.0000445522403085,1.000065705249717,1.0003054175988726,1.0007264253247503,1.0001178323037445,1.0000555616553495
12250,1.0133375922923364,1.0102057754771878,1.0106744276581734,1.0412375590812128,1.0682242685639818,1.011509642442459,1.0007016554011618,1.0000496868323343,1.0000653390075533,1.000333979008564,1.0007433743584973,1.0001153399111864,1.0000588140683062
