iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15,omega_20,omega_25,omega_30
8750,1.0063132617631114,1.0081398414743235,1.0080516882939556,1.039079501254812,1.0523826045537943,1.0227467684960716,1.0015629005573463,1.000798421330631,1.0006076160151378,1.0006248815189656,1.0011780100090564,1.0008096549191743,1.0010739751997089,1.0010496356297014
9000,1.0066017523371156,1.0063734212371176,1.0063312126417907,1.0341715578251103,1.0481980076995026,1.0200461558862832,1.0016665171800947,1.000799867052323,1.0006817087648296,1.0006799085171094,1.0012396056053177,1.0009175370591865,1.0010188397658366,1.0011074434997567
9250,1.0068085613466744,1.0061617768050162,1.0060954842037428,1.0305650351153461,1.044656432275927,1.0184419370943671,1.0012571159926575,1.0007393335774057,1.000648038631369,1.0007458914559635,1.0012672176526034,1.0009613998767704,1.0010732405964182,1.0011949449921196
9500,1.0065586433758613,1.0064214554995567,1.0063577005362319,1.032226635170665,1.0426010401662968,1.015940053518805,1.0011894021473846,1.0007125462399862,1.0006790504831293,1.0006713658584623,1.001270342142255,1.0008534392393802,1.001017536090208,1.0010849328442954
9750,1.0055231063551386,1.0061434516499939,1.0060242752761963,1.0342557995690573,1.0409303412628657,1.0156695277959964,1.0014308136309402,1.0005667733325827,1.000612872988192,1.0005530481027831,1.0011034914826449,1.0007386205724307,1.0009117781837373,1.0009836408289081
10000,1.0056513371333191,1.0054424549858132,1.005309882493337,1.0350772491034939,1.0394970453194308,1.0154147723360403,1.0015570776291611,1.000533897781674,1.0005234734677613,1.000475581278126,1.001128468395664,1.0005702509933803,1.0009416384297034,1.001040026663616
10250,1.005275110559164,1.0053637249431344,1.0053458668491404,1.0352700632647076,1.040041361772278,1.0172046918022384,1.0013028719921375,1.0005095992849866,1.0004697550748785,1.0004320186103945,1.001087149066072,1.0005090987877625,1.001024914921894,1.0010874787715949
10500,1.004608532936922,1.0056487581385125,1.0055184810215008,1.034572569544652,1.0377053332730892,1.015882833207506,1.0012319132345695,1.0004817510935746,1.0004518867420542,1.0003608472619023,1.0008977560950083,1.0004687628140772,1.000881108134389,1.0008954931684393
10750,1.0043799451648525,1.0051775452941096,1.0050907833939717,1.033741091187038,1.0357099142172346,1.015885997153279,1.0012849620019095,1.0004307187683223,1.0003958095689451,1.0002601821556198,1.0008114326185644,1.0004170954384273,1.0007860490553615,1.000759861199969
11000,1.0041929506842509,1.0042148988820279,1.004152124271306,1.0345707379423656,1.0358595718232093,1.0152035323747155,1.0011937858024578,1.0003897855843875,1.0003054761802437,1.000232666718358,1.000758686025876,1.0003610295036565,1.000814257927125,1.0007485181491365
