iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
31250,1.0004884666068903,1.0012953896693033,1.0012628901636422,1.0064533381235494,1.013913445887075,1.0064745960357357,1.0001604962653878,1.0000492333776503,1.0000285445812456,1.0000382520082856,1.0000275840322053
31500,1.0004551922747191,1.001183004461074,1.0011748077820717,1.0064230879881895,1.013459070320078,1.006482155701201,1.0001397503804008,1.0000471483513838,1.0000257690222678,1.0000363608733174,1.0000237458413497
31750,1.0004320756502014,1.0012414789023119,1.0012300819619937,1.0060903582891194,1.012628725475564,1.0063868870677106,1.0001324367253348,1.0000455365518828,1.0000243210781552,1.0000323786313388,1.000020969899964
32000,1.0003943281158647,1.0012610118223069,1.0012429715363518,1.0059029204775225,1.01205297720469,1.0062948501847437,1.000130733289834,1.0000416586333107,1.000024855746675,1.0000292193504878,1.0000161248364825
32250,1.0004048775848018,1.001240945233039,1.0012235449107443,1.005627959084773,1.011967305352712,1.0060902166790522,1.000155843962811,1.0000407529480042,1.000029132448073,1.0000319787546972,1.0000204841871354
32500,1.0004198490709184,1.001256270459614,1.0012341661105995,1.0055376341354212,1.0122667543337924,1.0058896350592363,1.000146832927176,1.0000437710847327,1.00003212584291,1.000033425381085,1.0000220999879423
32750,1.000387947184711,1.001219902344541,1.0011988066732382,1.0056375518783847,1.012355974218052,1.0057775253777124,1.000134853176093,1.0000429245281457,1.0000301683107842,1.0000285942579084,1.0000195793180764
33000,1.0003812375310637,1.001183107602627,1.001177569706593,1.0058558011181473,1.012604786363058,1.0057728324831896,1.0001325828880179,1.000038640834134,1.0000247621253027,1.000026071240722,1.0000173312463245
33250,1.000387759773947,1.0011908941354892,1.0012131799030988,1.0060210065284523,1.0128311695289591,1.0057586792610342,1.0001318702177986,1.0000385368184193,1.0000263903848694,1.0000259163484686,1.000018387181864
33500,1.000391968870745,1.0010764822346978,1.0011121555664941,1.0060046099008082,1.0126580443563216,1.0058801176445493,1.0001329133384569,1.0000392100903228,1.0000264901633735,1.0000284988174268,1.0000195596521992
33750,1.0003385632728006,1.0011745613402376,1.0011999116194572,1.0061089532454237,1.0125864057238327,1.0058468374618654,1.0001275454468495,1.0000352527728427,1.0000235704420903,1.0000255565698557,1.0000140631313261
34000,1.000334518212985,1.0012401102573614,1.0012601958849712,1.0063696742787058,1.012501183255314,1.0057185091255785,1.0001194710284977,1.0000391397563078,1.0000253019025336,1.0000264811214439,1.0000147281145737
34250,1.0003223344850398,1.0012030808879182,1.001224376155483,1.0064988921402855,1.0120037880255055,1.0054528238411755,1.000138440241307,1.0000382338813958,1.0000246182848764,1.0000241648377215,1.0000151354180622
