iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
8500,1.000883815893177,1.002945594700303,1.0031256977402985,1.0368914831502927,1.0431220002118844,1.009284675455526,1.0006181936893457,1.0000883944747954,1.0001102326043085,1.0003246140949924,1.0000835093687892
8750,1.0008602733612317,1.0035561080093878,1.0038053491754442,1.037529218257044,1.0456461964878272,1.010386098049127,1.0007156776577324,1.0000661627258145,1.0001039947279438,1.0003424138640813,1.0001168766072503
9000,1.0007459359559656,1.0031720799451842,1.0034551583358893,1.0376513128447054,1.0468073816671903,1.0127661530598369,1.0006930977393944,1.0000713589744246,1.000098941806211,1.0003255472866701,1.0000848956972035
9250,1.0009031718783576,1.0032283533439736,1.0035816278559457,1.0364029970418016,1.0496068664035334,1.0157460389466766,1.0005650161896351,1.0000572022511995,1.0000885703442517,1.0003031164716119,1.000102977802897
9500,1.0008351055659936,1.002780568971419,1.0031155001935548,1.0358890637028182,1.046956897190915,1.0139827257461522,1.0007521585021921,1.0000506288636586,1.0000837941858207,1.000311909217673,1.0001081622224632
9750,1.0007885256406612,1.0026967873072867,1.0029621110110265,1.0350752228522535,1.0409865917628955,1.0127497128625138,1.000725970965756,1.0000521281935733,1.000070894875109,1.0003311750980028,1.0001312082917484
10000,1.000725985788371,1.002608415953876,1.0028620459942834,1.0343144327310108,1.0380328090429007,1.0122324653708779,1.0006083634844607,1.0000577036058105,1.0000815795156928,1.0003047990323812,1.0001242111721678
10250,1.0006951390492007,1.0023642385708356,1.00267615166329,1.0332934475259286,1.035324394468678,1.0119669029916987,1.0005252008537076,1.000061588005269,1.0000768997575893,1.0002847651932807,1.0001182294752125
10500,1.0007860178735124,1.0022714974710663,1.0025973553001786,1.0318775983209223,1.032773533440752,1.0118782178918242,1.0004321383200958,1.0000637055642116,1.0000786482711808,1.000325223266482,1.0001343892328058
10750,1.0007080429111246,1.0033734767447877,1.0039228705199617,1.0327496792928632,1.031607702030892,1.0107782101410066,1.0003823379712764,1.0000552523008832,1.0000804374968688,1.0003196287101,1.0001524564775903
11000,1.0007238296755017,1.0031771634279134,1.0035565378353286,1.0328097474463278,1.0305149992124534,1.0094949936900055,1.0005078482184961,1.0000695100514212,1.0000938497254497,1.0003111482596387,1.0001611273910604
11250,1.0007296848845164,1.0035638851355837,1.0038515651550137,1.032452514427333,1.0296580255146,1.008709715277819,1.0005555790673462,1.0000640903079483,1.000087312405264,1.0003176393783653,1.000183389588516
11500,1.0006419847618024,1.0032319118292083,1.003522988983201,1.032003240854696,1.0294701171912666,1.0080733002649724,1.0006266157296795,1.0000628048202154,1.0000885376419144,1.0002523718675314,1.0001663669731384
11750,1.0006182930434726,1.0026126658377066,1.0028347117472824,1.0318580862138094,1.0307739315191344,1.0076667916181363,1.0006162916128067,1.0000693855439153,1.0000666202993151,1.0002412515795314,1.0001707923501588
12000,1.000611904976201,1.0028162974216053,1.0030618228249855,1.033415042201582,1.0322975956608185,1.0073863923001098,1.0006838965711988,1.0000723231397592,1.000063947852841,1.0002334950951208,1.0001482560778119
12250,1.0006377065717604,1.0024317364511992,1.0026158535819738,1.0342904855553368,1.0317550647964437,1.007419656523402,1.0006370472796058,1.0000784002473482,1.0000509563940225,1.0002322852211356,1.000151029801742
12500,1.0005896725022132,1.00263486022924,1.0028245521096666,1.0351158292646379,1.0312484573799965,1.0071569635104622,1.0006470732603376,1.000083787643217,1.0000500555119687,1.0002159047954158,1.0001492493365056
12750,1.000528983149945,1.0027422527074907,1.0029413729327694,1.0344452682320338,1.0317825429348284,1.0063294812892505,1.000639763335597,1.000074414205251,1.0000392908515308,1.0002231646304316,1.0001413124548837
13000,1.000550159797941,1.002596379490986,1.002795576749992,1.0341829972736338,1.0330890065267258,1.0061233814710595,1.0006283857898857,1.0000810966034437,1.0000405180637992,1.0002139083822372,1.0001544432677854
13250,1.0004335385232643,1.002496450329007,1.0026769708642698,1.0328291932542897,1.0338107037685742,1.0064061265315078,1.0005458565639938,1.0000599950751823,1.0000358201341766,1.0001839848365353,1.0001384316002089
13500,1.0004181596671176,1.0020179145585326,1.0022124922096796,1.0317107056203834,1.0347159796721654,1.0057752540138685,1.0005593583307484,1.0000412038830513,1.0000315048463346,1.0001925569531707,1.0001302043490072
13750,1.0003651110317477,1.0025395525440446,1.0027057707110185,1.0317560967769512,1.0358324878520917,1.0052087308248945,1.0005235021386183,1.0000338714793509,1.0000323741670503,1.0001445593645,1.0001111416215218
14000,1.0003916034597646,1.0045398784238335,1.0046165488395193,1.0332876222354108,1.0356855501458442,1.004757518298751,1.00046255120835,1.0000507304007897,1.000047174686656,1.000172042474103,1.000120663650283
14250,1.000391453260544,1.0046316389179846,1.0047059853141502,1.0335673263176945,1.0347136353215072,1.00404200977583,1.0005309795979263,1.000051536587118,1.0000508332656326,1.0001699857086255,1.0001027244716794
14500,1.0003453309734318,1.0045436885600842,1.0046753673561724,1.0332769576013379,1.0334700607834548,1.0039077834268844,1.0004819006655457,1.000040883347058,1.0000432965282449,1.000143542891854,1.0000917688053
14750,1.0003659868710528,1.004333870544354,1.0045088744519128,1.0311044349007659,1.0320386369621783,1.0038658464898413,1.0005126523562335,1.000036386374407,1.000048422939812,1.0001291816293796,1.0000825459685823
15000,1.000379712126243,1.0036707246733427,1.0038114538660012,1.0310745840688664,1.0301810270681342,1.0041760945338116,1.000466604381325,1.0000244057905465,1.0000520564107611,1.0001319292915432,1.0000838640973573
15250,1.0003811947826866,1.0031929748863828,1.0033069038840736,1.030297423936728,1.0280053537015503,1.003746700700144,1.0004377771972455,1.0000239889400722,1.0000465141060486,1.000135323650943,1.0000885643742554
