iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
18250,1.0002300941776159,1.0024209237712198,1.0024675967592267,1.0149062366441672,1.016347281784792,1.003802942280742,1.0008727131212376,1.0000516188118123,1.0000377813011843,1.000026058067869,1.000004325674557
18500,1.0002009023379932,1.0026768057014435,1.0027211273096353,1.014279514256935,1.0154413003226979,1.0035029943995428,1.0007989540226931,1.0000445205424544,1.0000351107438723,1.0000285642232336,0.9999975819587603
18750,1.000193227176399,1.0034083747644822,1.003433498264625,1.0133656591856046,1.0140691710257297,1.0037103275241588,1.0007858134636123,1.000047689367849,1.0000350306256753,1.0000333552417886,1.0000009050015128
19000,1.0002274354234082,1.0033382497801078,1.0033665822891034,1.0128696288166228,1.012716981004434,1.0046370633304176,1.000734319437351,1.0000495171113022,1.0000435189642043,1.0000361786357692,1.0000006434978381
19250,1.0002031655187478,1.00328570138192,1.003336803700382,1.0128784476926325,1.01211425278983,1.0056327401717275,1.0008213955334813,1.0000390171733367,1.0000354982341424,1.0000359555639349,1.0000048179636294
19500,1.0001860795902668,1.0029898593644786,1.003043647522254,1.0130696268234944,1.0120298923274784,1.0056806625705519,1.0007260823691422,1.0000408700021044,1.000030009712757,1.0000287771994822,1.000004230976977
19750,1.000191648724314,1.002882836058958,1.0029196785205536,1.0134227060638723,1.011924130898851,1.0051714457140195,1.0006213568738516,1.0000463647792295,1.0000375392725154,1.000029285140264,1.0000050103177978
20000,1.0002022698301616,1.0029063817286934,1.0029309160495117,1.013791422809442,1.0110827604640007,1.0050290672819109,1.00055845318141,1.0000508536542614,1.000039265932873,1.000034437205382,1.0000018230387921
20250,1.0001805990726966,1.0030505045826594,1.0030991611942681,1.013791721716198,1.0100365285961719,1.0048420072488329,1.0005530656911918,1.0000521719511382,1.0000309437634582,1.0000374811091217,1.000002605815455
20500,1.0001456150792079,1.0028549004633982,1.002865469954073,1.014035980460795,1.0097170096402852,1.00498033859499,1.0005975423895321,1.0000564354606816,1.0000281020836304,1.0000347113857622,1.0000010237377541
20750,1.0001585822495866,1.0033485807370675,1.003349254126322,1.0146550600899384,1.009622428471513,1.0051919394273972,1.0006360124663363,1.000051717114077,1.0000292025509,1.0000382743454257,1.0000023967809266
21000,1.000171192899797,1.0033509453314864,1.003324410108775,1.0155944413355518,1.0097712678759103,1.0053409671821356,1.0006262943489455,1.0000605553785793,1.0000299447060526,1.000040854261708,1.000000812621825
21250,1.000185115671534,1.003357639876641,1.0033397312948005,1.0163548665078046,1.0104018240041484,1.0054387571998138,1.0006246633123783,1.0000554683712826,1.0000271324159091,1.0000368736564953,1.0000013456479382
