iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15,omega_20,omega_25,omega_30
14500,1.0012371893436534,1.0048047518811731,1.0044748948886706,1.04753643255288,1.0417272640396158,1.006618028363188,1.0012485388282448,1.000725923137139,1.0003885835740962,1.0005807676030039,1.0000824947366673,1.0002358901515318,1.0000941410897468,1.0002772204784853
14750,1.0012437148747007,1.004230043915193,1.0039537627593589,1.045525557965221,1.040808070961384,1.0057074205621985,1.0012243218580958,1.000676521145148,1.0003885096507015,1.0006172486936311,1.000075242365492,1.0002778157289802,1.00012348108154,1.0002383978918146
15000,1.0011522791633978,1.0032682532085662,1.0030334825606089,1.0460412379610478,1.039553587824333,1.0055886624020351,1.0010080402822517,1.0006906697978333,1.0004428770097618,1.0005450908264053,1.000053330599695,1.0002417339741918,1.000137628305161,1.0002303354208895
15250,1.0011911524846304,1.0029400662651176,1.0027789745850804,1.0472619250702229,1.0393800026922604,1.005464290888052,1.0011907780170737,1.000696693422047,1.0004874053654238,1.0005746835671034,1.0000716236231084,1.000253713500718,1.0001235682718275,1.0002643476728468
15500,1.0010836694422944,1.0029799016206666,1.0028371419909439,1.0468418864905045,1.0381931109387992,1.005497086194312,1.0011867918572788,1.0007153775393143,1.000476413715691,1.0005891859696603,1.0000853812640342,1.0002145648932579,1.000096818947262,1.000280656235306
15750,1.0010367125912356,1.002973426208756,1.0028292948122253,1.0443439333177253,1.0390949865264607,1.0053219086416558,1.0012125532874832,1.000609766487804,1.0005012358984517,1.000695098105808,1.000079228513935,1.000223956352043,1.0000813185911204,1.0002608627901133
16000,1.0011554846283894,1.0028029046464766,1.0026260697456164,1.0425560955403048,1.0400147825668136,1.0054364396881188,1.001211564942394,1.0006270046321588,1.0005921420953132,1.0007554735605817,1.00008751833396,1.0002671178753937,1.0000667731586186,1.0002449334425645
16250,1.001213556792469,1.0028399370105388,1.0026476521041034,1.0415117804829368,1.0410326970692694,1.0053235942148813,1.0011028570018596,1.0005944025264826,1.0005036546223782,1.0007816021913143,1.0000907400626435,1.000260710838091,1.0000755339337797,1.0002614924366497
16500,1.0011131965859354,1.0028437544437594,1.0026808709916937,1.0406229448557347,1.0415767963029274,1.005150308893957,1.0009638733084256,1.0006182027055306,1.0004921317538913,1.0007596125363758,1.000094350634344,1.0002797039630142,1.0000730301365481,1.0002792121976782
16750,1.0011182356740105,1.0026180547852268,1.0024546620453723,1.0401717097048129,1.0412344903218052,1.0048694218452434,1.0010305727256374,1.0007010495907118,1.0004353652644187,1.0007779263801166,1.000102463524746,1.0002698509992511,1.0000859909502218,1.0003065541119436
17000,1.001222942980094,1.0020004750038365,1.001932975706559,1.038377266245997,1.0405914552459954,1.0045463110640918,1.0010356607544695,1.0007546732074635,1.0004255087271754,1.0008155314937457,1.0001169289538145,1.000297004729147,1.0001038509504439,1.0002991716533445
17250,1.0011258684356372,1.0018095284213748,1.0017898859842247,1.0361961203184133,1.0388919239700527,1.004352550758972,1.0009703153895295,1.0006853324622722,1.000422102196116,1.0007990831307154,1.0001151252415836,1.000279957992753,1.0001102369553077,1.0003250348137527
17500,1.001169269273945,1.0014387605954123,1.0014148939589025,1.0350743917192713,1.038341676478154,1.004297871444879,1.0010369571646411,1.0006582146508394,1.0003658610945103,1.0007932407010207,1.000106803022348,1.0002793649462962,1.0001157784954076,1.0003187832705687
17750,1.0012861828856738,1.0013695607122508,1.00135933048149,1.0333741334785989,1.0374159195584618,1.0044194312351413,1.0010770663702584,1.0006751820204791,1.000382242414115,1.0008638249167094,1.0001010586043264,1.0003165894365298,1.0001052932373353,1.0002955975875474
18000,1.0012438373886403,1.0012622270768723,1.0012467689558384,1.0306092290653273,1.036019139644494,1.0043734569009974,1.001029164162594,1.0006385640291011,1.0003483076061574,1.0008155357762907,1.0000854572162798,1.0003025112618769,1.0000965295653972,1.0002366868164583
18250,1.0011891683206848,1.0010160882180812,1.0009898480167865,1.0287393092346266,1.0357322210786744,1.0046841763070706,1.0009488875338468,1.0005932936146777,1.00025064090602,1.0008474867195574,1.0000794210607378,1.0003513304081872,1.0000769898024968,1.0002157980156672
18500,1.0012565684284165,1.0007404654106087,1.0006665835429072,1.0279020941148513,1.0366178822154253,1.0048486207314105,1.0010389791616428,1.0005924063299865,1.000310592449191,1.0008816558367986,1.000087683239431,1.0004591272903665,1.000084162449259,1.000203750674422
18750,1.001228126188296,1.0007226649675038,1.0006226913154237,1.0272549604081351,1.0376596417931723,1.0049462460176068,1.0010420128152857,1.000610357067787,1.0003047871023867,1.0008199098515453,1.0000927948072529,1.0004461761287327,1.0000709270288874,1.0002098805254471
19000,1.0011926318044624,1.000841877337796,1.0007345926415498,1.026544293136891,1.0381208186084594,1.0052081296318922,1.0009856078496782,1.000605915315316,1.0003181829530896,1.0007957386598891,1.0000829793878956,1.0004198358750869,1.000067104924565,1.0001866186308892
19250,1.0013225171412978,1.0009680331279593,1.0008620498197311,1.0257435036032263,1.037833579208289,1.0049031291181005,1.0010419457673203,1.0006481629536959,1.0003339022870958,1.0008566059511708,1.00008686890036,1.000411613141236,1.0000644271116685,1.0001727103265081
19500,1.0011831253164292,1.0008396114816522,1.000757029912271,1.0233858471142685,1.038964778764045,1.0049548093696512,1.0009791961108456,1.0006344529922762,1.000321403645467,1.0007907972475483,1.0000725930551442,1.000402741120815,1.0000570366479256,1.0001551417633439
19750,1.0012619625535288,1.000899724692733,1.0008114010244913,1.0218601188177607,1.040155185470972,1.00464006161189,1.0009598379470956,1.0006050889239382,1.0003287318446106,1.0008163985753282,1.0000696481092386,1.0004332012674078,1.0000419626462502,1.0001563633088524
20000,1.0013598709939795,1.0008803037573075,1.000793984309346,1.021058302544945,1.0409190504193717,1.0044908652305768,1.0009307308086801,1.0005927779530717,1.0003063564541996,1.0007788222549183,1.000076140555238,1.0003766617789882,1.0000450386561632,1.0001725997853197
20250,1.0012416951522043,1.0008891704868226,1.000805069067065,1.0207503954007124,1.0417973635913749,1.0045632970810414,1.000866009654472,1.0005728462788546,1.0002448152662786,1.0006202269266928,1.0000759502373415,1.0003433528687695,1.0000527126126257,1.0002125092124157
20500,1.0012979688592816,1.0009017396558457,1.0008327724530532,1.0211499017628796,1.0414907409619043,1.004551816085539,1.0008465745280333,1.000541735374718,1.0002237957118414,1.000577163354849,1.0000897358237868,1.0003162663541236,1.0000487917666345,1.0002334347825284
20750,1.0011673644836259,1.0007782862491572,1.0007117125089555,1.0220733960469564,1.0418542624061669,1.0042902751456122,1.0007979175755346,1.0005408740245594,1.0002260671666467,1.0004988536441244,1.000086138796731,1.0002670496621722,1.0000421970015188,1.00023157902285
21000,1.001068830749708,1.0008553876965747,1.000812497671532,1.0220849672760146,1.0423256646430643,1.0040013325530743,1.0007525873772742,1.0005581772976058,1.000251342160939,1.0004457184413125,1.0000853683027162,1.000253325367097,1.0000479890009344,1.000242537619472
21250,1.0010913357545128,1.0008955778948436,1.000839279917143,1.0222793503175376,1.0434538071304027,1.0043410516553246,1.0006912453043089,1.0005947231175079,1.0002870420828192,1.000426853883892,1.0000858642494321,1.0002662054730553,1.0000409317891306,1.0002421217944562
21500,1.0011078382253213,1.0008690492866663,1.000808434780622,1.022408185609572,1.0445815842524309,1.0041507957856113,1.0007276311078648,1.0006590173159036,1.0002914213156329,1.0004960406895311,1.0000839778250876,1.0002689826942077,1.0000543898294192,1.000238324888207
21750,1.0010866639853124,1.0008588201181943,1.0007999847591558,1.022045936810994,1.0453683012204487,1.003722080139636,1.0006840079593078,1.0006717582239126,1.000315658107891,1.0004758367712727,1.0000808284611757,1.0002595917263422,1.000058417983749,1.0002411272102567
22000,1.000996439715986,1.0008764886029589,1.0008508271761065,1.0219417707875407,1.0442263852363216,1.0033375614598243,1.000627773641319,1.0006569068754019,1.0002962683968457,1.0004728094916386,1.0000668405980344,1.0002765990265972,1.0000460866476295,1.000213463711634
22250,1.0009938564808374,1.0008320896410485,1.0008264439618453,1.0217459876220525,1.04109820647286,1.0031662738027813,1.0006906927716193,1.000673422230506,1.0003585165915527,1.000480798100056,1.0000730243041644,1.0002745376714224,1.0000470459840205,1.0002186094827301
22500,1.0009698399096367,1.0008848717331458,1.0008886887388515,1.023032417450198,1.0382272578244378,1.0029965606614273,1.0008267516382647,1.0007276399117842,1.0003860507358233,1.0004877587283036,1.0000713304508155,1.0002704867386907,1.0000424979718023,1.0002295641094578
22750,1.0008993481423227,1.0008559493497307,1.0008630668262337,1.024131311694648,1.035611376188908,1.0029154444234973,1.0008048773867517,1.000687159219682,1.0003769372685145,1.0004896764106086,1.0000584750756434,1.0002758855756186,1.0000374556730085,1.000211566800306
23000,1.00091041583207,1.0008252995261293,1.0008085164906142,1.0244543146317289,1.032691878446031,1.002850614033467,1.0008533795579242,1.0006862708411408,1.0003329746145628,1.0005109952303295,1.000048229830641,1.0002817874452885,1.0000355892493336,1.0001951570538261
23250,1.0010187755264321,1.000887678665798,1.0008567547262812,1.024151902231512,1.0307712490804757,1.0029353831008434,1.0008839038717254,1.0007131539231888,1.0003422223069103,1.0005290886829712,1.0000640009718582,1.0003238931220584,1.000026070202565,1.0002061674025073
23500,1.0010712253646257,1.0008891390158892,1.0008329926191233,1.0235319006524015,1.0300193172927075,1.0029274553165954,1.0009051177535615,1.0007135419934254,1.0003349491173554,1.0005508222208508,1.0000616473339863,1.0003551854361843,1.0000245332294284,1.0002097983431166
23750,1.001103328286148,1.0009181052202736,1.000853715343326,1.0227071434691501,1.0297493884527398,1.0029033134469851,1.0010141448997059,1.000723469894866,1.00031716006315,1.0005308370526338,1.0000522182237666,1.0003435880815106,1.0000229937282745,1.0002061084831009
24000,1.0010914759217129,1.000962499701261,1.0009001352308025,1.022761510024301,1.0301787980376564,1.002752472337213,1.0009462597767698,1.000751543269966,1.0003271853544247,1.0005144684372569,1.00005218850087,1.0003366000377016,1.0000208460009468,1.0002183942110914
24250,1.0012394700128573,1.00112542341788,1.001010554725857,1.023227639174311,1.0302048270352182,1.0027145952665717,1.0009518452996422,1.0007229988274498,1.0003083286016798,1.0005872024544236,1.000068242098795,1.0003474220328163,1.0000164520101233,1.0002266981945296
24500,1.0012474159016003,1.001228166082862,1.0011433259594644,1.0240526706263033,1.0292492328808798,1.002644172116563,1.0008660395411675,1.0007041139160262,1.00030902339674,1.000594869091766,1.0000661621172375,1.0003356222397861,1.000017236361768,1.000229830215747
24750,1.001149341105658,1.0013153230183847,1.0012338816218287,1.023850699556916,1.0275028562590125,1.0025769303189254,1.0007470865195052,1.0006165705889225,1.0002953106528576,1.0005573228332265,1.0000656137787107,1.0003150985628972,1.000009127970771,1.0002045663347854
