iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_20,omega_40,omega_60,omega_80,omega_100
8750,1.0074484654432545,1.0141315303033955,1.014463212997795,1.053482179938146,1.1255103136840998,1.015024555492553,1.0005307006937627,0.999973817294644,1.0000570393913868,1.000043593321123,1.00019918848437,1.0004601630973688,1.0004475076304455
9000,1.0078620416550508,1.0146192545302064,1.0148927235611072,1.0523543194789031,1.1170392922491392,1.01800509940552,1.0006247769373788,0.999971141569339,1.0000357385366236,1.0000403518981615,1.0002035094019617,1.0005037750344168,1.0004906730023109
9250,1.0082714608523395,1.0146227280058362,1.0147353052598065,1.053224031599103,1.1136786575150148,1.0176473629638858,1.000721433743635,0.9999821380947003,1.000030606531013,1.0000450716357923,1.0002059934716545,1.000563592238091,1.000435470682648
9500,1.0077164666425573,1.013884982809143,1.0140200022835648,1.052354640687541,1.1125119641561516,1.0171726034520963,1.0006551817759877,0.9999859071651658,1.0000287591816497,1.0000619290567694,1.0002115800555265,1.0005011934171029,1.000412539607908
9750,1.0069501838069332,1.0119779473843993,1.0121912993670727,1.0479224499369189,1.1095856284201044,1.0163678763699535,1.0004689032435277,0.9999907804969881,1.0000270520737895,1.000059789464697,1.0001770611831944,1.0004877658761286,1.0004190555766048
10000,1.0066614851486846,1.010957999442284,1.0111778757528211,1.0448657123530087,1.107536153053679,1.0154844030775403,1.000407321035883,0.9999974374544138,1.000018871589309,1.0000456568750915,1.0001557499062386,1.0004864243719884,1.00039049004382
10250,1.0059344448983092,1.0095509429313896,1.009884039805435,1.0417601575723598,1.101107067161686,1.0142896256856164,1.0003797263203078,0.9999902640186705,1.0000268961598848,1.0000468083434761,1.0001464889678717,1.0004732773594924,1.000374334440677
10500,1.0062322468206129,1.0100652449297542,1.0104299268092247,1.039692882204809,1.0951313800003915,1.0137539951942718,1.0003087342969073,1.0000053543932708,1.000013399750535,1.0000311954162513,1.0001181002920518,1.000446875706416,1.0003553326960244
10750,1.0066932655664416,1.0106374178173823,1.0109461949250373,1.0394134389505385,1.088355650655306,1.0123438141002186,1.0003206885838314,1.0000065773424747,1.0000167543174898,1.0000258783430986,1.000108077819519,1.0004732717956355,1.0003644932482054
11000,1.0068299569958157,1.0100618721925667,1.0103436945918371,1.0367354895181333,1.0814592073005582,1.0115106040851911,1.0002233666390845,1.000000323523921,1.0000075716339827,1.000019166312901,1.0001029346368473,1.0004648927954876,1.0003790109756294
11250,1.006718323917538,1.0099864694840068,1.0103036461480248,1.0352425265566858,1.0754484834165186,1.0109382223239953,1.0001961087227813,0.9999986001637627,0.9999964212291165,1.0000231265725759,1.0000923751645359,1.0004522733470589,1.0003537520744292
11500,1.006208897909772,1.0092224091657356,1.0094966223673913,1.03265214075814,1.075682899313005,1.0110534497823915,1.0002362418543966,1.0000094537815511,0.9999996244358986,1.0000303164665116,1.0000918829899637,1.000427186776561,1.0003388113617377
11750,1.00601277525327,1.0085215740991496,1.00877117461408,1.029241985076123,1.0724025350796054,1.0106774809289898,1.000177327413643,1.0000080729715022,1.0000014049071293,1.0000312949280568,1.0001040146179472,1.0004313398705824,1.000324012933207
12000,1.005662378936904,1.0083345313245091,1.008582959558705,1.0279872757893953,1.066145392039259,1.0102006808727724,1.000113002907045,1.0000131608884437,1.000006835445107,1.0000436195897355,1.000098453781455,1.0003737552344598,1.000315670585854
12250,1.005699348521878,1.0087429903886767,1.0090604564541663,1.0307914873739943,1.0614861075568456,1.0094280534183833,1.0000730768634536,1.0000129411234948,1.0000072668246969,1.0000433011726024,1.0001105546043794,1.0003661132503747,1.0003314981045748
